industry1,industry2,value
Manufacture of transport equipment,Wired telecommunications,2751.369575
Manufacture of transport equipment,Other telecommunications activities,3570.136231
Manufacture of transport equipment,Information services activities,828.9426316
Manufacture of transport equipment,Publishing activities,532.1749006
Manufacture of transport equipment,Banking monetary intermediation,846.259265
Manufacture of transport equipment,Insurance activities,186.620304
Manufacture of transport equipment,Auxiliary financial activities,1207.503132
Manufacture of transport equipment,Real estate activities,1261.261788
Manufacture of transport equipment,Housing services,0
Manufacture of transport equipment,Legal and accounting services,115.6737161
Manufacture of transport equipment,Architectural and engineering services,2259.907167
Manufacture of transport equipment,Other professional activities,1002.129279
Manufacture of transport equipment,Rental and leasing activities,10890.13967
Manufacture of transport equipment,Business support activities,7270.082391
Manufacture of transport equipment,Public administration,9340.652801
Manufacture of transport equipment,Public education,796.1761611
Manufacture of transport equipment,Private education,795.9014876
Manufacture of transport equipment,Public health activities,2359.278453
Manufacture of transport equipment,Private health activities,3126.884196
Manufacture of transport equipment,Activities of organizations,198.6690421
Manufacture of transport equipment,Artistic and entertainment activities,551.7443536
Manufacture of transport equipment,Other personal services,685.8962826
Manufacture of furniture,Cultivation of annual crops,165.3242509
Manufacture of furniture,Cultivation of vegetables,95.58649784
Manufacture of furniture,Cultivation of grapes,102.0849718
Manufacture of furniture,Cultivation of other fruits,265.3242858
Manufacture of furniture,Cattle bredding,107.955775
Manufacture of furniture,Pigs breeding,21.86660693
Manufacture of furniture,Chicken breeding,112.1911924
Manufacture of furniture,Breeding of other animals,9.713076572
Manufacture of furniture,Farming services,62.16955475
Manufacture of furniture,Forestry,59.55327649
Manufacture of furniture,Aquaculture,149.6745293
Manufacture of furniture,Extractive fishing,222.1028265
Manufacture of furniture,Coal mining,6.307934341
Manufacture of furniture,Crude oil and gas mining,4.709233945
Manufacture of furniture,Copper mining,1147.164881
Manufacture of furniture,Iron mining,30.76924978
Manufacture of furniture,Mining of other metals,53.3816665
Manufacture of furniture,Other mining activities and mining services,35.19843857
Manufacture of furniture,Processing and preserving of meat,182.5546476
Manufacture of furniture,Processing and preserving of fishmeal and fish oil,16.61485582
Manufacture of furniture,Processing and preserving of fish,113.7537707
Manufacture of furniture,Processing and preserving of fruits and vegetables,116.7694537
Manufacture of furniture,Manufacture of vegetable and animal oils,36.80645246
Manufacture of furniture,Manufacture of dairy products,244.1537058
Manufacture of furniture,Manufacture of grain mill products,116.0586845
Manufacture of furniture,Manufacture of prepared animal feeds,203.9191393
Manufacture of furniture,Manufacture of bakery products,124.0025813
Manufacture of furniture,Manufacture of macaroni noodles and other related products,20.19577236
Manufacture of furniture,Manufacture of other food products,312.4069886
Manufacture of furniture,Distilling rectifying and blending of spirits,13.23575198
Manufacture of furniture,Manufacture of wines,322.7610693
Manufacture of furniture,Manufacture of beers,151.5530377
Manufacture of furniture,Manufacture of soft drinks,446.2647295
Manufacture of furniture,Manufacture of tobacco products,36.77486191
Manufacture of furniture,Manufacture of textile products,798.8305776
Manufacture of furniture,Manufacture of wearing apparel,1486.925132
Manufacture of furniture,Manufacture of leather products,455.5319871
Manufacture of furniture,Manufacture of footwear,213.4977679
Manufacture of furniture,Sawmilling and planing of wood,280.3243363
Manufacture of furniture,Manufacture of wood products,509.4068255
Manufacture of furniture,Manufacture of pulp and paper,126.8494257
Manufacture of furniture,Manufacture of containers of paper,83.72434647
Manufacture of furniture,Manufacture of other paper products,435.1526937
Manufacture of furniture,Printing,48.74403248
Manufacture of furniture,Manufacture of refined petroleum products,88.83972146
Manufacture of furniture,Manufacture of basic chemicals,137.6846431
Manufacture of furniture,Manufacture of paints,68.25176055
Manufacture of furniture,Manufacture of pharmaceutical products,213.1736658
Manufacture of furniture,Manufacture of soap detergents and toilet products,174.0561254
Manufacture of furniture,Manufacture of other chemical products,61.6931538
Manufacture of furniture,Manufacture of rubber products,330.6737943
Manufacture of furniture,Manufacture of plastic products,327.9377015
Manufacture of furniture,Manufacture of glass and glass products,48.85221741
Manufacture of furniture,Manufacture of cement,53.56312889
Manufacture of furniture,Manufacture of concrete and concrete products,185.4780145
Manufacture of furniture,Manufacture of basic iron and steel,144.9641846
Manufacture of furniture,Manufacture of other basic metals,81.50325292
Manufacture of furniture,Manufacture of fabricated metal products,693.0985861
Manufacture of furniture,Manufacture of industrial and domestic machinery and equipment,169.7251646
Manufacture of furniture,Manufacture of electric and electronic machinery and equipment,100.8173825
Manufacture of furniture,Manufacture of transport equipment,200.910458
